REF_DATE REF_DATE,GEO GEO,DGUID DGUID,Type of residential investment Type of residential investment,UOM UOM,UOM_ID UOM_ID,SCALAR_FACTOR SCALAR_FACTOR,SCALAR_ID SCALAR_ID,VECTOR VECTOR,COORDINATE COORDINATE,VALUE VALUE,DECIMALS DECIMALS
1951-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,26697,0
1951-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,1882,0
1951-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,8357,0
1951-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,19269,0
1952-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,163022,0
1952-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,147082,0
1952-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,119667,0
1952-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,11165,0
1952-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,16250,0
1952-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,1929,0
1952-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,5742,0
1952-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,8269,0
1952-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,202738,0
1952-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,172015,0
1952-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,129788,0
1952-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,11989,0
1952-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,30238,0
1952-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2556,0
1952-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,6772,0
1952-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,21395,0
1952-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,279701,0
1952-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,244286,0
1952-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,179204,0
1952-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,14355,0
1952-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,50727,0
1952-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2067,0
1952-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,8074,0
1952-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,25274,0
1952-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,258349,0
1952-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,224730,0
1952-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,166700,0
1952-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,13944,0
1952-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,44086,0
1952-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,1788,0
1952-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,11594,0
1952-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,20237,0
1953-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,218281,0
1953-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,197511,0
1953-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,147702,0
1953-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,16634,0
1953-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,33175,0
1953-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2347,0
1953-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,9679,0
1953-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,8744,0
1953-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,276576,0
1953-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,239414,0
1953-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,169857,0
1953-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,17823,0
1953-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,51734,0
1953-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3109,0
1953-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,11429,0
1953-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,22624,0
1953-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,353790,0
1953-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,312574,0
1953-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,216383,0
1953-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,18242,0
1953-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,77949,0
1953-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2514,0
1953-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,11977,0
1953-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,26725,0
1953-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,332244,0
1953-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,290893,0
1953-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,204567,0
1953-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,17193,0
1953-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,69133,0
1953-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2175,0
1953-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,17776,0
1953-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,21400,0
1954-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,238655,0
1954-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,214693,0
1954-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,158664,0
1954-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,13877,0
1954-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,42152,0
1954-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2696,0
1954-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,12283,0
1954-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,8983,0
1954-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,297033,0
1954-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,257276,0
1954-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,180977,0
1954-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,14181,0
1954-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,62118,0
1954-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3571,0
1954-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,12943,0
1954-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,23243,0
1954-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,391504,0
1954-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,346600,0
1954-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,238823,0
1954-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,17651,0
1954-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,90126,0
1954-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2888,0
1954-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,14559,0
1954-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,27457,0
1954-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,391706,0
1954-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,345984,0
1954-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,247913,0
1954-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,15155,0
1954-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,82916,0
1954-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2499,0
1954-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,21238,0
1954-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,21985,0
1955-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,300510,0
1955-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,277263,0
1955-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,208914,0
1955-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,17187,0
1955-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,51162,0
1955-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2741,0
1955-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,8826,0
1955-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,11680,0
1955-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,391766,0
1955-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,330202,0
1955-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,243196,0
1955-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,18474,0
1955-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,68532,0
1955-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3633,0
1955-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,27710,0
1955-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,30221,0
1955-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,513275,0
1955-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,445054,0
1955-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,313906,0
1955-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,26929,0
1955-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,104219,0
1955-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2937,0
1955-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,29584,0
1955-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,35700,0
1955-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,478166,0
1955-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,426557,0
1955-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,305335,0
1955-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,29319,0
1955-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,91903,0
1955-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2541,0
1955-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,20483,0
1955-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,28585,0
1956-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,344276,0
1956-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,311326,0
1956-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,237038,0
1956-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,27216,0
1956-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,47072,0
1956-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2347,0
1956-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,16966,0
1956-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,13637,0
1956-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,414085,0
1956-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,354123,0
1956-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,263254,0
1956-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,25026,0
1956-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,65843,0
1956-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3109,0
1956-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,21569,0
1956-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,35284,0
1956-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,503660,0
1956-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,438215,0
1956-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,313501,0
1956-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,28258,0
1956-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,96456,0
1956-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2514,0
1956-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,21251,0
1956-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,41680,0
1956-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,446777,0
1956-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,381738,0
1956-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,278547,0
1956-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,23775,0
1956-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,79416,0
1956-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2175,0
1956-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,29490,0
1956-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,33374,0
1957-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,293931,0
1957-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,262964,0
1957-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,205708,0
1957-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,18400,0
1957-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,38856,0
1957-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2978,0
1957-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,14930,0
1957-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,13059,0
1957-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,344402,0
1957-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,290672,0
1957-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,219688,0
1957-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,17977,0
1957-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,53007,0
1957-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3947,0
1957-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,15996,0
1957-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,33787,0
1957-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,443819,0
1957-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,383503,0
1957-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,282599,0
1957-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,24392,0
1957-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,76512,0
1957-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3192,0
1957-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,17212,0
1957-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,39912,0
1957-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,443609,0
1957-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,385696,0
1957-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,290588,0
1957-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,23633,0
1957-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,71475,0
1957-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,2761,0
1957-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,23194,0
1957-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,31958,0
1958-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,342443,0
1958-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,309445,0
1958-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,237325,0
1958-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,24134,0
1958-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,47986,0
1958-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3798,0
1958-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,17816,0
1958-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,11384,0
1958-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,453345,0
1958-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,397428,0
1958-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,293024,0
1958-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,20428,0
1958-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,83976,0
1958-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,5032,0
1958-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,21429,0
1958-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,29456,0
1958-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,560235,0
1958-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,495681,0
1958-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,341457,0
1958-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,25635,0
1958-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,128589,0
1958-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,4068,0
1958-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,25690,0
1958-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,34796,0
1958-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,549548,0
1958-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,483320,0
1958-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,339036,0
1958-10,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,29941,0
1958-10,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,114343,0
1958-10,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3520,0
1958-10,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,34846,0
1958-10,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,27862,0
1959-01,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,377025,0
1959-01,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,348279,0
1959-01,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,253874,0
1959-01,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,25119,0
1959-01,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,69286,0
1959-01,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3069,0
1959-01,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,13533,0
1959-01,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,12144,0
1959-04,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,429503,0
1959-04,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,376700,0
1959-04,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,265467,0
1959-04,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,23695,0
1959-04,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,87538,0
1959-04,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,4066,0
1959-04,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,17317,0
1959-04,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,31420,0
1959-07,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,507569,0
1959-07,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,447922,0
1959-07,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,310678,0
1959-07,Canada,2016A000011124,Doubles,Dollars,81,thousands,3,v13450,1.4,27356,0
1959-07,Canada,2016A000011124,Apartments,Dollars,81,thousands,3,v13452,1.6,109888,0
1959-07,Canada,2016A000011124,Conversions,Dollars,81,thousands,3,v13453,1.7,3287,0
1959-07,Canada,2016A000011124,Total acquisition costs,Dollars,81,thousands,3,v13454,1.8,19244,0
1959-07,Canada,2016A000011124,Renovations,Dollars,81,thousands,3,v13455,1.9,37116,0
1959-10,Canada,2016A000011124,Total residential investment,Dollars,81,thousands,3,v13447,1.1,521281,0
1959-10,Canada,2016A000011124,"New dwellings, all types",Dollars,81,thousands,3,v13448,1.2,460542,0
1959-10,Canada,2016A000011124,Singles,Dollars,81,thousands,3,v13449,1.3,329225,0
